question,correct_answers,question_type
"Rewrite 2.4x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.93;0.02,numerical_tolerance
Convert the following to in<sup>2</sup>: 3.3x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,5.1e6;200000,numerical_tolerance
A square has an area of 2.2x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,24;2,numerical_tolerance
"Rewrite 1.60x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",6.18;0.02,numerical_tolerance
Convert the following to ft<sup>2</sup>: 3.94x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,4.24;0.02,numerical_tolerance
Convert the following to in<sup>2</sup>: 4.6x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,7.1e5;20000,numerical_tolerance
"Rewrite 1.62x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",2.51e5;2000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 8.2x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,32;2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.0x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,110;20,numerical_tolerance
"Rewrite 3.5x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",5.4e5;20000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 6.32x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,680.;2,numerical_tolerance
Convert 3.1x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,4.8e4;2000,numerical_tolerance
A square has an area of 1.4x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,2.2e6;200000,numerical_tolerance
"Rewrite 3.32x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",5.15e6;20000,numerical_tolerance
A square has an area of 2.80x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,1.08;0.02,numerical_tolerance
"Rewrite 5.41x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.209;0.002,numerical_tolerance
A square has an area of 6.9x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.27;0.02,numerical_tolerance
"Rewrite 3.24x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",1.25;0.02,numerical_tolerance
Convert the following to in<sup>2</sup>: 1.73x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,2.68e4;200,numerical_tolerance
Convert the following to mi<sup>2</sup>: 2.04x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,7.88;0.02,numerical_tolerance
A square has an area of 6.03x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,9.35e4;200,numerical_tolerance
A square has an area of 2.1x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,3.3e5;20000,numerical_tolerance
A square has an area of 3.0x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,4.7e5;20000,numerical_tolerance
Convert 1.05x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.405;0.002,numerical_tolerance
Convert the following to mi<sup>2</sup>: 3.58x10<sup>5</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.138;0.002,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.81x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,19.5;0.2,numerical_tolerance
"Rewrite 5.2x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",8.1e6;200000,numerical_tolerance
Convert the following to in<sup>2</sup>: 8.95x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.39e5;2000,numerical_tolerance
"Rewrite 4.7x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",5.1;0.2,numerical_tolerance
Convert 1.85x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.714;0.002,numerical_tolerance
Convert 1.19x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,128;2,numerical_tolerance
"Rewrite 7.0x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.1e7;2000000,numerical_tolerance
Convert 3.9x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,6.0e6;200000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 6.2x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,670;20,numerical_tolerance
"Rewrite 2.06x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",222;2,numerical_tolerance
A square has an area of 8.7x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,34;2,numerical_tolerance
A square has an area of 6.1x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,9.5e4;2000,numerical_tolerance
Convert the following to in<sup>2</sup>: 2.44x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,3.78e6;20000,numerical_tolerance
Convert 9.03x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.349;0.002,numerical_tolerance
"Rewrite 4.0x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",430;20,numerical_tolerance
A square has an area of 4.18x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,1.61;0.02,numerical_tolerance
Convert the following to ft<sup>2</sup>: 5.4x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,5.8;0.2,numerical_tolerance
A square has an area of 4.65x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,7.21e6;20000,numerical_tolerance
Convert 2.68x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,10.3;0.2,numerical_tolerance
"Rewrite 2.77x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.107;0.002,numerical_tolerance
Convert 4.45x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,6.90e6;20000,numerical_tolerance
Convert 7.89x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,8.49;0.02,numerical_tolerance
"Rewrite 1.94x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",209;2,numerical_tolerance
"Rewrite 3.7x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",14;2,numerical_tolerance
"Rewrite 3.5x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",5.4e5;20000,numerical_tolerance
Convert 8.95x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,96.3;0.2,numerical_tolerance
Convert 2.7x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,29;2,numerical_tolerance
Convert 9.61x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,3.71;0.02,numerical_tolerance
"Rewrite 3.7x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",5.7e6;200000,numerical_tolerance
"Rewrite 3.6x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.14;0.02,numerical_tolerance
A square has an area of 4.5x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,7.0e5;20000,numerical_tolerance
"Rewrite 4.31x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",4.64;0.02,numerical_tolerance
"Rewrite 6.6x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.0e5;20000,numerical_tolerance
Convert the following to in<sup>2</sup>: 9.6x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.5e6;200000,numerical_tolerance
A square has an area of 2.8x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,4.3e6;200000,numerical_tolerance
"Rewrite 2.4x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",2.6;0.2,numerical_tolerance
Convert the following to in<sup>2</sup>: 6.1x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,9.5e5;20000,numerical_tolerance
Convert 2.60x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,4.03e6;20000,numerical_tolerance
"Rewrite 7.65x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",823;2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 3.6x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,14;2,numerical_tolerance
A square has an area of 3.4x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,37;2,numerical_tolerance
"Rewrite 1.13x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.75e4;200,numerical_tolerance
"Rewrite 2.5x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",3.9e5;20000,numerical_tolerance
Convert the following to in<sup>2</sup>: 1.9x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,2.9e6;200000,numerical_tolerance
A square has an area of 1.6x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,6.2;0.2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 1.31x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.506;0.002,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.4x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,15;2,numerical_tolerance
"Rewrite 2.8x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",1.1;0.2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 1.0x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.39;0.02,numerical_tolerance
A square has an area of 3.67x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,1.42;0.02,numerical_tolerance
"Rewrite 4.6x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",7.1e6;200000,numerical_tolerance
Convert 6.4x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,690;20,numerical_tolerance
Convert 1.6x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.5e4;2000,numerical_tolerance
"Rewrite 3.15x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",3.39;0.02,numerical_tolerance
A square has an area of 8.2x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,1.3e5;20000,numerical_tolerance
Convert 1.66x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.57e4;200,numerical_tolerance
Convert 2.1x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.3e6;200000,numerical_tolerance
"Rewrite 9.62x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",3.71;0.02,numerical_tolerance
Convert the following to mi<sup>2</sup>: 1.0x10<sup>5</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.039;0.002,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.73x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,186;2,numerical_tolerance
Convert 1.6x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,1.7;0.2,numerical_tolerance
Convert 1.2x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,130;20,numerical_tolerance
Convert 2.4x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,26;2,numerical_tolerance
Convert 8.14x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,31.4;0.2,numerical_tolerance
"Rewrite 6.53x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",70.3;0.2,numerical_tolerance
Convert the following to in<sup>2</sup>: 2.93x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,4.54e5;2000,numerical_tolerance
Convert 1.78x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.76e4;200,numerical_tolerance
Convert 8.89x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.38e6;20000,numerical_tolerance
"Rewrite 7.10x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.274;0.002,numerical_tolerance
Convert the following to in<sup>2</sup>: 4.6x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,7.1e4;2000,numerical_tolerance
"Rewrite 1.56x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",168;2,numerical_tolerance
Convert 2.55x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,2.74;0.02,numerical_tolerance
Convert 7.3x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.1e5;20000,numerical_tolerance
"Rewrite 5.6x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",8.7e5;20000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 5.49x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,591;2,numerical_tolerance
