question,correct_answers,incorrect_answers,question_type
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Li(s)+2H_{2}O(l)\leftrightarrows{}2LiOH(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2Li%28s%29%2B2H_%7B2%7DO%28l%29%5Cleftrightarrows%7B%7D2LiOH%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2Li(s)+2H_{2}O(l)\leftrightarrows{}2LiOH(aq)+H_{2}(g)"" data-equation-content=""2Li(s)+2H_{2}O(l)\leftrightarrows{}2LiOH(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Co(NO_{3})_{2}(aq)+2NaOH(aq)\leftrightarrows{}Co(OH)_{2}(s)+2NaNO_{3}(aq)"" src=""https://weber.instructure.com/equation_images/Co%28NO_%7B3%7D%29_%7B2%7D%28aq%29%2B2NaOH%28aq%29%5Cleftrightarrows%7B%7DCo%28OH%29_%7B2%7D%28s%29%2B2NaNO_%7B3%7D%28aq%29?scale=1.5"" alt=""LaTeX: Co(NO_{3})_{2}(aq)+2NaOH(aq)\leftrightarrows{}Co(OH)_{2}(s)+2NaNO_{3}(aq)"" data-equation-content=""Co(NO_{3})_{2}(aq)+2NaOH(aq)\leftrightarrows{}Co(OH)_{2}(s)+2NaNO_{3}(aq)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2HCl(aq)+Sr(s)\leftrightarrows{}2SrCl_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2HCl%28aq%29%2BSr%28s%29%5Cleftrightarrows%7B%7D2SrCl_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2HCl(aq)+Sr(s)\leftrightarrows{}2SrCl_{2}(aq)+H_{2}(g)"" data-equation-content=""2HCl(aq)+Sr(s)\leftrightarrows{}2SrCl_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Mg(s)+O_{2}(g)\leftrightarrows{}3MgO(s)"" src=""https://weber.instructure.com/equation_images/2Mg%28s%29%2BO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D3MgO%28s%29?scale=1.5"" alt=""LaTeX: 2Mg(s)+O_{2}(g)\leftrightarrows{}3MgO(s)"" data-equation-content=""2Mg(s)+O_{2}(g)\leftrightarrows{}3MgO(s)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""CuSO_{4}(aq)+2NaOH(aq)\leftrightarrows{}Cu(OH)_{2}(s)+Na_{2}SO_{4}(aq)"" src=""https://weber.instructure.com/equation_images/CuSO_%7B4%7D%28aq%29%2B2NaOH%28aq%29%5Cleftrightarrows%7B%7DCu%28OH%29_%7B2%7D%28s%29%2BNa_%7B2%7DSO_%7B4%7D%28aq%29?scale=1.5"" alt=""LaTeX: CuSO_{4}(aq)+2NaOH(aq)\leftrightarrows{}Cu(OH)_{2}(s)+Na_{2}SO_{4}(aq)"" data-equation-content=""CuSO_{4}(aq)+2NaOH(aq)\leftrightarrows{}Cu(OH)_{2}(s)+Na_{2}SO_{4}(aq)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2P_{4}(s)+6Cl_{2}(g)\leftrightarrows{}4PCl_{3}(l)"" src=""https://weber.instructure.com/equation_images/2P_%7B4%7D%28s%29%2B6Cl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D4PCl_%7B3%7D%28l%29?scale=1.5"" alt=""LaTeX: 2P_{4}(s)+6Cl_{2}(g)\leftrightarrows{}4PCl_{3}(l)"" data-equation-content=""2P_{4}(s)+6Cl_{2}(g)\leftrightarrows{}4PCl_{3}(l)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2NaI(aq)+Cl_{2}(g)\leftrightarrows{}3NaCl(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/2NaI%28aq%29%2BCl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D3NaCl%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: 2NaI(aq)+Cl_{2}(g)\leftrightarrows{}3NaCl(aq)+I_{2}(s)"" data-equation-content=""2NaI(aq)+Cl_{2}(g)\leftrightarrows{}3NaCl(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/Ca%28OH%29_%7B2%7D%28aq%29%2BCO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DCaCO_%7B3%7D%28s%29%2BH_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" data-equation-content=""Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/4NH_%7B3%7D%28g%29%2B5O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D4NO%28g%29%2B6H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: 4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" data-equation-content=""4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""CH_{4}(g)+2O_{2}(g)\leftrightarrows{}CO_{2}(g)+2H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/CH_%7B4%7D%28g%29%2B2O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DCO_%7B2%7D%28g%29%2B2H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: CH_{4}(g)+2O_{2}(g)\leftrightarrows{}CO_{2}(g)+2H_{2}O(g)"" data-equation-content=""CH_{4}(g)+2O_{2}(g)\leftrightarrows{}CO_{2}(g)+2H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" src=""https://weber.instructure.com/equation_images/2AgNO_%7B3%7D%28aq%29%2BCu%28s%29%5Cleftrightarrows%7B%7DCu%28NO_%7B3%7D%29_%7B2%7D%28aq%29%2B2Ag%28s%29?scale=1.5"" alt=""LaTeX: 2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" data-equation-content=""2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Be(s)+3H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Be%28s%29%2B3H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DBe_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Be(s)+3H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""3Be(s)+3H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Fe_{2}O_{3}(s)+3CO(g)\leftrightarrows{}2Fe(s)+3CO_{2}(g)"" src=""https://weber.instructure.com/equation_images/Fe_%7B2%7DO_%7B3%7D%28s%29%2B3CO%28g%29%5Cleftrightarrows%7B%7D2Fe%28s%29%2B3CO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: Fe_{2}O_{3}(s)+3CO(g)\leftrightarrows{}2Fe(s)+3CO_{2}(g)"" data-equation-content=""Fe_{2}O_{3}(s)+3CO(g)\leftrightarrows{}2Fe(s)+3CO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2BaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+2HCl(aq)"" src=""https://weber.instructure.com/equation_images/2BaCl_%7B2%7D%28aq%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DBaSO_%7B4%7D%28s%29%2B2HCl%28aq%29?scale=1.5"" alt=""LaTeX: 2BaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+2HCl(aq)"" data-equation-content=""2BaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+2HCl(aq)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Co(NO_{3})_{2}(aq)+2NaOH(aq)\leftrightarrows{}Co(OH)_{2}(s)+2NaNO_{3}(aq)"" src=""https://weber.instructure.com/equation_images/Co%28NO_%7B3%7D%29_%7B2%7D%28aq%29%2B2NaOH%28aq%29%5Cleftrightarrows%7B%7DCo%28OH%29_%7B2%7D%28s%29%2B2NaNO_%7B3%7D%28aq%29?scale=1.5"" alt=""LaTeX: Co(NO_{3})_{2}(aq)+2NaOH(aq)\leftrightarrows{}Co(OH)_{2}(s)+2NaNO_{3}(aq)"" data-equation-content=""Co(NO_{3})_{2}(aq)+2NaOH(aq)\leftrightarrows{}Co(OH)_{2}(s)+2NaNO_{3}(aq)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""CH_{4}(g)+2O_{2}(g)\leftrightarrows{}CO_{2}(g)+2H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/CH_%7B4%7D%28g%29%2B2O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DCO_%7B2%7D%28g%29%2B2H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: CH_{4}(g)+2O_{2}(g)\leftrightarrows{}CO_{2}(g)+2H_{2}O(g)"" data-equation-content=""CH_{4}(g)+2O_{2}(g)\leftrightarrows{}CO_{2}(g)+2H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""H_{2}SO_{4}(aq)+2LiOH(aq)\leftrightarrows{}Li_{2}SO_{4}(aq)+2H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/H_%7B2%7DSO_%7B4%7D%28aq%29%2B2LiOH%28aq%29%5Cleftrightarrows%7B%7DLi_%7B2%7DSO_%7B4%7D%28aq%29%2B2H_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: H_{2}SO_{4}(aq)+2LiOH(aq)\leftrightarrows{}Li_{2}SO_{4}(aq)+2H_{2}O(l)"" data-equation-content=""H_{2}SO_{4}(aq)+2LiOH(aq)\leftrightarrows{}Li_{2}SO_{4}(aq)+2H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/O_%7B2%7D%28g%29%2B2H_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" data-equation-content=""O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Mg(s)+2O_{2}(g)\leftrightarrows{}2MgO(s)"" src=""https://weber.instructure.com/equation_images/2Mg%28s%29%2B2O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2MgO%28s%29?scale=1.5"" alt=""LaTeX: 2Mg(s)+2O_{2}(g)\leftrightarrows{}2MgO(s)"" data-equation-content=""2Mg(s)+2O_{2}(g)\leftrightarrows{}2MgO(s)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/Ca%28OH%29_%7B2%7D%28aq%29%2BCO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DCaCO_%7B3%7D%28s%29%2BH_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" data-equation-content=""Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Cu(s)+8HNO_{3}(aq)\leftrightarrows{}3Cu(NO_{3})_{2}(aq)+2NO(g)+4H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/3Cu%28s%29%2B8HNO_%7B3%7D%28aq%29%5Cleftrightarrows%7B%7D3Cu%28NO_%7B3%7D%29_%7B2%7D%28aq%29%2B2NO%28g%29%2B4H_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: 3Cu(s)+8HNO_{3}(aq)\leftrightarrows{}3Cu(NO_{3})_{2}(aq)+2NO(g)+4H_{2}O(l)"" data-equation-content=""3Cu(s)+8HNO_{3}(aq)\leftrightarrows{}3Cu(NO_{3})_{2}(aq)+2NO(g)+4H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""H_{2}SO_{4}(aq)+2KOH(aq)\leftrightarrows{}K_{2}SO_{4}(aq)+2H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/H_%7B2%7DSO_%7B4%7D%28aq%29%2B2KOH%28aq%29%5Cleftrightarrows%7B%7DK_%7B2%7DSO_%7B4%7D%28aq%29%2B2H_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: H_{2}SO_{4}(aq)+2KOH(aq)\leftrightarrows{}K_{2}SO_{4}(aq)+2H_{2}O(l)"" data-equation-content=""H_{2}SO_{4}(aq)+2KOH(aq)\leftrightarrows{}K_{2}SO_{4}(aq)+2H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Na(s)+2S(s)\leftrightarrows{}Na_{2}S(s)"" src=""https://weber.instructure.com/equation_images/2Na%28s%29%2B2S%28s%29%5Cleftrightarrows%7B%7DNa_%7B2%7DS%28s%29?scale=1.5"" alt=""LaTeX: 2Na(s)+2S(s)\leftrightarrows{}Na_{2}S(s)"" data-equation-content=""2Na(s)+2S(s)\leftrightarrows{}Na_{2}S(s)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Fe_{2}O_{3}(s)+2CO(g)\leftrightarrows{}2Fe(s)+3CO_{2}(g)"" src=""https://weber.instructure.com/equation_images/Fe_%7B2%7DO_%7B3%7D%28s%29%2B2CO%28g%29%5Cleftrightarrows%7B%7D2Fe%28s%29%2B3CO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: Fe_{2}O_{3}(s)+2CO(g)\leftrightarrows{}2Fe(s)+3CO_{2}(g)"" data-equation-content=""Fe_{2}O_{3}(s)+2CO(g)\leftrightarrows{}2Fe(s)+3CO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Th(NO_{3})_{4}(aq)+3NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" src=""https://weber.instructure.com/equation_images/Th%28NO_%7B3%7D%29_%7B4%7D%28aq%29%2B3NaIO_%7B3%7D%28aq%29%5Cleftrightarrows%7B%7DTh%28IO_%7B3%7D%29_%7B4%7D%28s%29%2B4NaNO_%7B3%7D%28aq%29?scale=1.5"" alt=""LaTeX: Th(NO_{3})_{4}(aq)+3NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" data-equation-content=""Th(NO_{3})_{4}(aq)+3NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Rb(s)+2H_{2}O(l)\leftrightarrows{}2RbOH(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2Rb%28s%29%2B2H_%7B2%7DO%28l%29%5Cleftrightarrows%7B%7D2RbOH%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2Rb(s)+2H_{2}O(l)\leftrightarrows{}2RbOH(aq)+H_{2}(g)"" data-equation-content=""2Rb(s)+2H_{2}O(l)\leftrightarrows{}2RbOH(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""S(s)+O_{2}(g)\leftrightarrows{}SO_{2}(g)"" src=""https://weber.instructure.com/equation_images/S%28s%29%2BO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DSO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: S(s)+O_{2}(g)\leftrightarrows{}SO_{2}(g)"" data-equation-content=""S(s)+O_{2}(g)\leftrightarrows{}SO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2FeCl_{3}(aq)+3Zn(s)\leftrightarrows{}2Fe(s)+3ZnCl_{2}(aq)"" src=""https://weber.instructure.com/equation_images/2FeCl_%7B3%7D%28aq%29%2B3Zn%28s%29%5Cleftrightarrows%7B%7D2Fe%28s%29%2B3ZnCl_%7B2%7D%28aq%29?scale=1.5"" alt=""LaTeX: 2FeCl_{3}(aq)+3Zn(s)\leftrightarrows{}2Fe(s)+3ZnCl_{2}(aq)"" data-equation-content=""2FeCl_{3}(aq)+3Zn(s)\leftrightarrows{}2Fe(s)+3ZnCl_{2}(aq)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2KClO_{3}(s)\leftrightarrows{}KCl(s)+3O_{2}(g)"" src=""https://weber.instructure.com/equation_images/2KClO_%7B3%7D%28s%29%5Cleftrightarrows%7B%7DKCl%28s%29%2B3O_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2KClO_{3}(s)\leftrightarrows{}KCl(s)+3O_{2}(g)"" data-equation-content=""2KClO_{3}(s)\leftrightarrows{}KCl(s)+3O_{2}(g)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" src=""https://weber.instructure.com/equation_images/2AgNO_%7B3%7D%28aq%29%2BCu%28s%29%5Cleftrightarrows%7B%7DCu%28NO_%7B3%7D%29_%7B2%7D%28aq%29%2B2Ag%28s%29?scale=1.5"" alt=""LaTeX: 2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" data-equation-content=""2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Be(s)+O_{2}(g)\leftrightarrows{}2BeO(s)"" src=""https://weber.instructure.com/equation_images/2Be%28s%29%2BO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2BeO%28s%29?scale=1.5"" alt=""LaTeX: 2Be(s)+O_{2}(g)\leftrightarrows{}2BeO(s)"" data-equation-content=""2Be(s)+O_{2}(g)\leftrightarrows{}2BeO(s)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Sr(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Sr_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Sr%28s%29%2B2H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DSr_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Sr(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Sr_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""3Sr(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Sr_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Mg(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}2Mg_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Mg%28s%29%2B2H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7D2Mg_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Mg(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}2Mg_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""3Mg(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}2Mg_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2HF(aq)+Mg(s)\leftrightarrows{}2MgF_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2HF%28aq%29%2BMg%28s%29%5Cleftrightarrows%7B%7D2MgF_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2HF(aq)+Mg(s)\leftrightarrows{}2MgF_{2}(aq)+H_{2}(g)"" data-equation-content=""2HF(aq)+Mg(s)\leftrightarrows{}2MgF_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Cu(s)+7HNO_{3}(aq)\leftrightarrows{}3Cu(NO_{3})_{2}(aq)+2NO(g)+4H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/3Cu%28s%29%2B7HNO_%7B3%7D%28aq%29%5Cleftrightarrows%7B%7D3Cu%28NO_%7B3%7D%29_%7B2%7D%28aq%29%2B2NO%28g%29%2B4H_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: 3Cu(s)+7HNO_{3}(aq)\leftrightarrows{}3Cu(NO_{3})_{2}(aq)+2NO(g)+4H_{2}O(l)"" data-equation-content=""3Cu(s)+7HNO_{3}(aq)\leftrightarrows{}3Cu(NO_{3})_{2}(aq)+2NO(g)+4H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+5NaNO_{3}(aq)"" src=""https://weber.instructure.com/equation_images/Th%28NO_%7B3%7D%29_%7B4%7D%28aq%29%2B4NaIO_%7B3%7D%28aq%29%5Cleftrightarrows%7B%7DTh%28IO_%7B3%7D%29_%7B4%7D%28s%29%2B5NaNO_%7B3%7D%28aq%29?scale=1.5"" alt=""LaTeX: Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+5NaNO_{3}(aq)"" data-equation-content=""Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+5NaNO_{3}(aq)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Sr(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Sr_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Sr%28s%29%2B2H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DSr_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Sr(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Sr_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""3Sr(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Sr_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2C(s)+4RuO(s)\leftrightarrows{}4Ru(s)+2CO_{2}(g)"" src=""https://weber.instructure.com/equation_images/2C%28s%29%2B4RuO%28s%29%5Cleftrightarrows%7B%7D4Ru%28s%29%2B2CO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2C(s)+4RuO(s)\leftrightarrows{}4Ru(s)+2CO_{2}(g)"" data-equation-content=""2C(s)+4RuO(s)\leftrightarrows{}4Ru(s)+2CO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
