question,correct_answers,question_type
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>94.24326 ± 24.9303,90 ± 20;90±20;9e1 ± 2e1;9e1±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>176.59941 ± 1.03858,176.6 ± 1.0;176.6±1.0;1.766e2 ± 1.0e0;1.766e2±1.0e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>581.2149 ± 4.57511,581 ± 5;581±5;5.81e2 ± 5e0;5.81e2±5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>775.7508 ± 59.702,780 ± 60;780±60;7.8e2 ± 6e1;7.8e2±6e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>814.0123 ± 2.09487,814 ± 2;814±2;8.14e2 ± 2e0;8.14e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>799.0890 ± 4.1355,799 ± 4;799±4;7.99e2 ± 4e0;7.99e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>189.05584 ± 0.487600,189.1 ± 0.5;189.1±0.5;1.891e2 ± 5e-1;1.891e2±5e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>286.17110 ± 1.5636,286.2 ± 1.6;286.2±1.6;2.862e2 ± 1.6e0;2.862e2±1.6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>103.57488 ± 31.9840,1.0e2 ± 30;1.0e2±30;1.0e2 ± 3e1;1.0e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>60.942261 ± 0.098543,60.94 ± 0.10;60.94±0.10;6.094e1 ± 1.0e-1;6.094e1±1.0e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>638.14055 ± 12.9887,638 ± 13;638±13;6.38e2 ± 1.3e1;6.38e2±1.3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>329.4923 ± 0.42229,329.5 ± 0.4;329.5±0.4;3.295e2 ± 4e-1;3.295e2±4e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>833.9326 ± 142.69,830 ± 140;830±140;8.3e2 ± 1.4e2;8.3e2±1.4e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>935.58379 ± 26.5260,940 ± 30;940±30;9.4e2 ± 3e1;9.4e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>343.79249 ± 70.1960,340 ± 70;340±70;3.4e2 ± 7e1;3.4e2±7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>806.03543 ± 6.5159,806 ± 7;806±7;8.06e2 ± 7e0;8.06e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>686.95127 ± 69.415,690 ± 70;690±70;6.9e2 ± 7e1;6.9e2±7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>854.32214 ± 26.001,850 ± 30;850±30;8.5e2 ± 3e1;8.5e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>300.8207 ± 28.897,3.0e2 ± 30;3.0e2±30;3.0e2 ± 3e1;3.0e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>518.42025 ± 1.6196,518.4 ± 1.6;518.4±1.6;5.184e2 ± 1.6e0;5.184e2±1.6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>981.9831 ± 17.6688,982 ± 18;982±18;9.82e2 ± 1.8e1;9.82e2±1.8e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>795.0498 ± 85.397,8.0e2 ± 90;8.0e2±90;8.0e2 ± 9e1;8.0e2±9e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>638.25804 ± 127.15,640 ± 130;640±130;6.4e2 ± 1.3e2;6.4e2±1.3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>150.0070 ± 56.1963,150 ± 60;150±60;1.5e2 ± 6e1;1.5e2±6e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>564.4568 ± 2.3357,564 ± 2;564±2;5.64e2 ± 2e0;5.64e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>304.02514 ± 1.8169,304.0 ± 1.8;304.0±1.8;3.040e2 ± 1.8e0;3.040e2±1.8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>313.34164 ± 3.22295,313 ± 3;313±3;3.13e2 ± 3e0;3.13e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>675.1372 ± 262.218,700 ± 300;700±300;7e2 ± 3e2;7e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>890.77897 ± 43.3158,890 ± 40;890±40;8.9e2 ± 4e1;8.9e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>154.2352 ± 5.2062,154 ± 5;154±5;1.54e2 ± 5e0;1.54e2±5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>559.96411 ± 3.0693,560. ± 3;560.±3;5.60e2 ± 3e0;5.60e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>887.8421 ± 33.440,890 ± 30;890±30;8.9e2 ± 3e1;8.9e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>919.9988 ± 48.9752,920 ± 50;920±50;9.2e2 ± 5e1;9.2e2±5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>548.0804 ± 4.3837,548 ± 4;548±4;5.48e2 ± 4e0;5.48e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>543.44122 ± 1.8429,543.4 ± 1.8;543.4±1.8;5.434e2 ± 1.8e0;5.434e2±1.8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>22.470687 ± 0.0236160,22.47 ± 0.02;22.47±0.02;2.247e1 ± 2e-2;2.247e1±2e-2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>451.2915 ± 0.984565,451.3 ± 1.0;451.3±1.0;4.513e2 ± 1.0e0;4.513e2±1.0e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>50.36532 ± 0.434825,50.4 ± 0.4;50.4±0.4;5.04e1 ± 4e-1;5.04e1±4e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>664.38877 ± 229.847,700 ± 200;700±200;7e2 ± 2e2;7e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>27.52935 ± 0.060122,27.53 ± 0.06;27.53±0.06;2.753e1 ± 6e-2;2.753e1±6e-2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>241.36958 ± 0.30707,241.4 ± 0.3;241.4±0.3;2.414e2 ± 3e-1;2.414e2±3e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>124.35891 ± 13.1505,124 ± 13;124±13;1.24e2 ± 1.3e1;1.24e2±1.3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>885.8256 ± 325.52,900 ± 300;900±300;9e2 ± 3e2;9e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>655.81738 ± 196.494,660 ± 2.0e2;660±2.0e2;6.6e2 ± 2.0e2;6.6e2±2.0e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>179.81760 ± 31.7108,180 ± 30;180±30;1.8e2 ± 3e1;1.8e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>276.66286 ± 15.3407,277 ± 15;277±15;2.77e2 ± 1.5e1;2.77e2±1.5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>811.47268 ± 41.723,810 ± 40;810±40;8.1e2 ± 4e1;8.1e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>496.9848 ± 4.8008,497 ± 5;497±5;4.97e2 ± 5e0;4.97e2±5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>118.8783 ± 0.88642,118.9 ± 0.9;118.9±0.9;1.189e2 ± 9e-1;1.189e2±9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>143.8713 ± 3.6612,144 ± 4;144±4;1.44e2 ± 4e0;1.44e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>860.4666 ± 18.543,860. ± 19;860.±19;8.60e2 ± 1.9e1;8.60e2±1.9e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>412.74843 ± 32.358,410 ± 30;410±30;4.1e2 ± 3e1;4.1e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>93.097190 ± 0.284672,93.1 ± 0.3;93.1±0.3;9.31e1 ± 3e-1;9.31e1±3e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>572.8376 ± 186.36,570 ± 190;570±190;5.7e2 ± 1.9e2;5.7e2±1.9e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>568.4387 ± 1.4789,568.4 ± 1.5;568.4±1.5;5.684e2 ± 1.5e0;5.684e2±1.5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>163.08879 ± 1.07732,163.1 ± 1.1;163.1±1.1;1.631e2 ± 1.1e0;1.631e2±1.1e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>75.422192 ± 29.502,80 ± 30;80±30;8e1 ± 3e1;8e1±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>87.19127 ± 29.536,90 ± 30;90±30;9e1 ± 3e1;9e1±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>69.62166 ± 0.436264,69.6 ± 0.4;69.6±0.4;6.96e1 ± 4e-1;6.96e1±4e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>224.15752 ± 6.54170,224 ± 7;224±7;2.24e2 ± 7e0;2.24e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>728.30768 ± 2.55525,728 ± 3;728±3;7.28e2 ± 3e0;7.28e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>435.18220 ± 0.63666,435.2 ± 0.6;435.2±0.6;4.352e2 ± 6e-1;4.352e2±6e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>621.06715 ± 8.9697,621 ± 9;621±9;6.21e2 ± 9e0;6.21e2±9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>631.06146 ± 76.120,630 ± 80;630±80;6.3e2 ± 8e1;6.3e2±8e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>26.856420 ± 0.032295,26.86 ± 0.03;26.86±0.03;2.686e1 ± 3e-2;2.686e1±3e-2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>408.6743 ± 2.0412,409 ± 2;409±2;4.09e2 ± 2e0;4.09e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>895.0097 ± 12.030,895 ± 12;895±12;8.95e2 ± 1.2e1;8.95e2±1.2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>128.3247 ± 0.292305,128.3 ± 0.3;128.3±0.3;1.283e2 ± 3e-1;1.283e2±3e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>780.5387 ± 66.3689,780 ± 70;780±70;7.8e2 ± 7e1;7.8e2±7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>194.3481 ± 32.0797,190 ± 30;190±30;1.9e2 ± 3e1;1.9e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>168.86823 ± 2.6008,169 ± 3;169±3;1.69e2 ± 3e0;1.69e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>95.376061 ± 16.719,95 ± 17;95±17;9.5e1 ± 1.7e1;9.5e1±1.7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>844.16027 ± 2.44299,844 ± 2;844±2;8.44e2 ± 2e0;8.44e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>242.71075 ± 1.7027,242.7 ± 1.7;242.7±1.7;2.427e2 ± 1.7e0;2.427e2±1.7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>896.5108 ± 17.1678,897 ± 17;897±17;8.97e2 ± 1.7e1;8.97e2±1.7e1,short_answer
