question,correct_answers,question_type
"Calculate the 99.9 % confidence interval for the following measurement.<br>3.7 ± 0.4 K, n = 10<br>Use the ± symbol in your answer.",3.7 ± 0.6;3.7±0.6;3.7e0 ± 6e-1;3.7e0±6e-1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>9 ± 2 mol, n = 30<br>Use the ± symbol in your answer.",9.0 ± 0.6;9.0±0.6;9.0e0 ± 6e-1;9.0e0±6e-1,short_answer
"Does the following measurement agree with the known value of 2900 s at the 50 % confidence level?<br>3.1e3 ± 1.3e3 s, n = 8",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.22 ± 0.10 s, n = 60<br>Use the ± symbol in your answer.",0.22 ± 0.02;0.22±0.02;2.2e-1 ± 2e-2;2.2e-1±2e-2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>1.7 ± 0.2 kJ, n = 4<br>Use the ± symbol in your answer.",1.7 ± 0.2;1.7±0.2;1.7e0 ± 2e-1;1.7e0±2e-1,short_answer
"Is the value 4.9 m in the 50 % confidence interval for the following measurement?<br>4.9 ± 0.2 m, n = 10",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>1.7e3 ± 7e2 kJ, n = 15<br>Use the ± symbol in your answer.",1700 ± 400;1700±400;1.7e3 ± 4e2;1.7e3±4e2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>140 ± 40 km, n = 4<br>Use the ± symbol in your answer.",140 ± 50;140±50;1.4e2 ± 5e1;1.4e2±5e1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>230 ± 50 W, n = 30<br>Use the ± symbol in your answer.",230 ± 20;230±20;2.3e2 ± 2e1;2.3e2±2e1,short_answer
"Is the value 4000 Pa in the 95 % confidence interval for the following measurement?<br>2.7e3 ± 1.0e3 Pa, n = 9",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>180 ± 30 kV, n = 60<br>Use the ± symbol in your answer.",180. ± 3;180.±3;1.80e2 ± 3e0;1.80e2±3e0,short_answer
"Is the value 1.1 kg in the 99 % confidence interval for the following measurement?<br>1.5 ± 0.7 kg, n = 30",No;no;N;n,short_answer
"Is the value 420 Torr in the 90 % confidence interval for the following measurement?<br>360 ± 60 Torr, n = 7",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>3.7e3 ± 4e2 g, n = 1<br>Use the ± symbol in your answer.",4000 ± 5000;4000±5000;4e3 ± 5e3;4e3±5e3,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.11 ± 0.02 m, n = 2<br>Use the ± symbol in your answer.",0.110 ± 0.014;0.110±0.014;1.10e-1 ± 1.4e-2;1.10e-1±1.4e-2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.033 ± 0.010 kV, n = 9<br>Use the ± symbol in your answer.",0.033 ± 0.008;0.033±0.008;3.3e-2 ± 8e-3;3.3e-2±8e-3,short_answer
"Does the following measurement agree with the known value of 2000 mol at the 99.9 % confidence level?<br>59 ± 4 mol, n = 2",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 9 ms at the 99 % confidence level?<br>3.0 ± 1.2 ms, n = 3",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.026 ± 0.012 mbar, n = 120<br>Use the ± symbol in your answer.",0.026 ± 0.004;0.026±0.004;2.6e-2 ± 4e-3;2.6e-2±4e-3,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>700 ± 300 Hz, n = 20<br>Use the ± symbol in your answer.",7.0e2 ± 140;7.0e2±140;7.0e2 ± 1.4e2;7.0e2±1.4e2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>2.4 ± 0.7 A, n = 40<br>Use the ± symbol in your answer.",2.40 ± 0.08;2.40±0.08;2.40e0 ± 8e-2;2.40e0±8e-2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>60. ± 2 L, n = 15<br>Use the ± symbol in your answer.",60.0 ± 0.4;60.0±0.4;6.00e1 ± 4e-1;6.00e1±4e-1,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>1.0 ± 0.3 ms, n = 3<br>Use the ± symbol in your answer.",1 ± 5;1±5;1e0 ± 5e0;1e0±5e0,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>3.2e3 ± 5e2 km, n = 15<br>Use the ± symbol in your answer.",3200 ± 200;3200±200;3.2e3 ± 2e2;3.2e3±2e2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>70 ± 30 Hz, n = 2<br>Use the ± symbol in your answer.",70 ± 20;70±20;7e1 ± 2e1;7e1±2e1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>9e3 ± 2e3 yr, n = 5<br>Use the ± symbol in your answer.",9000 ± 2000;9000±2000;9e3 ± 2e3;9e3±2e3,short_answer
"Is the value 3600 yr in the 90 % confidence interval for the following measurement?<br>2.3e3 ± 7e2 yr, n = 3",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>310 ± 110 K, n = 30<br>Use the ± symbol in your answer.",310 ± 70;310±70;3.1e2 ± 7e1;3.1e2±7e1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>500 ± 200 ns, n = 9<br>Use the ± symbol in your answer.",500 ± 200;500±200;5e2 ± 2e2;5e2±2e2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>600 ± 300 kg, n = 15<br>Use the ± symbol in your answer.",600 ± 200;600±200;6e2 ± 2e2;6e2±2e2,short_answer
"Is the value 9 bar in the 95 % confidence interval for the following measurement?<br>8 ± 2 bar, n = 15",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>900 ± 400 cal, n = 6<br>Use the ± symbol in your answer.",900 ± 700;900±700;9e2 ± 7e2;9e2±7e2,short_answer
"Does the following measurement agree with the known value of 6000 h at the 99 % confidence level?<br>1.0e3 ± 200 h, n = 2",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 90 m at the 99.9 % confidence level?<br>80 ± 20 m, n = 120",No;no;N;n,short_answer
"Is the value -500 g in the 90 % confidence interval for the following measurement?<br>370 ± 140 g, n = 2",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>440 ± 40 s, n = 15<br>Use the ± symbol in your answer.",440 ± 20;440±20;4.4e2 ± 2e1;4.4e2±2e1,short_answer
"Is the value 4100 Pa in the 99 % confidence interval for the following measurement?<br>3.7e3 ± 6e2 Pa, n = 25",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.18 ± 0.03 nm, n = 6<br>Use the ± symbol in your answer.",0.18 ± 0.08;0.18±0.08;1.8e-1 ± 8e-2;1.8e-1±8e-2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>500 ± 200 cal, n = 3<br>Use the ± symbol in your answer.",500 ± 300;500±300;5e2 ± 3e2;5e2±3e2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>600 ± 200 V, n = 9<br>Use the ± symbol in your answer.",600 ± 200;600±200;6e2 ± 2e2;6e2±2e2,short_answer
"Does the following measurement agree with the known value of 9 m at the 95 % confidence level?<br>8 ± 2 m, n = 10",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.12 ± 0.03 mol, n = 10<br>Use the ± symbol in your answer.",0.120 ± 0.007;0.120±0.007;1.20e-1 ± 7e-3;1.20e-1±7e-3,short_answer
"Does the following measurement agree with the known value of -100 g at the 99.9 % confidence level?<br>110 ± 50 g, n = 5",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0e-244 Hz at the 90 % confidence level?<br>0.029 ± 0.007 Hz, n = 1",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 0.042 A at the 95 % confidence level?<br>0.0440 ± 0.0013 A, n = 4",Yes;yes;Y;y,short_answer
"Is the value 0.041 Pa in the 50 % confidence interval for the following measurement?<br>0.039 ± 0.008 Pa, n = 5",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>6e3 ± 2e3 Pa, n = 30<br>Use the ± symbol in your answer.",6.0e3 ± 200;6.0e3±200;6.0e3 ± 2e2;6.0e3±2e2,short_answer
"Is the value 170 J in the 50 % confidence interval for the following measurement?<br>180 ± 80 J, n = 40",No;no;N;n,short_answer
"Is the value 0.06 Torr in the 95 % confidence interval for the following measurement?<br>0.012 ± 0.005 Torr, n = 2",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.08 Torr at the 95 % confidence level?<br>0.011 ± 0.004 Torr, n = 1",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>800 ± 200 Pa, n = 3<br>Use the ± symbol in your answer.",1000 ± 4000;1000±4000;1e3 ± 4e3;1e3±4e3,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>90 ± 30 Hz, n = 25<br>Use the ± symbol in your answer.",90 ± 20;90±20;9e1 ± 2e1;9e1±2e1,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>80 ± 20 h, n = 4<br>Use the ± symbol in your answer.",80 ± 60;80±60;8e1 ± 6e1;8e1±6e1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>13 ± 4 kPa, n = 3<br>Use the ± symbol in your answer.",13 ± 10.;13±10.;1.3e1 ± 1.0e1;1.3e1±1.0e1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>1.59e3 ± 1.4e2 M, n = 20<br>Use the ± symbol in your answer.",1590 ± 20;1590±20;1.59e3 ± 2e1;1.59e3±2e1,short_answer
"Is the value 3.5 mL in the 99.9 % confidence interval for the following measurement?<br>3.7 ± 1.1 mL, n = 120",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 0.8 Hz at the 90 % confidence level?<br>0.8 ± 0.2 Hz, n = 40",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>4.4e3 ± 7e2 ns, n = 8<br>Use the ± symbol in your answer.",4400 ± 1300;4400±1300;4.4e3 ± 1.3e3;4.4e3±1.3e3,short_answer
"Does the following measurement agree with the known value of 0.022 yr at the 99 % confidence level?<br>0.014 ± 0.003 yr, n = 4",Yes;yes;Y;y,short_answer
"Is the value 72 kPa in the 50 % confidence interval for the following measurement?<br>72 ± 2 kPa, n = 15",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>40 ± 20 cal, n = 30<br>Use the ± symbol in your answer.",40. ± 7;40.±7;4.0e1 ± 7e0;4.0e1±7e0,short_answer
"Does the following measurement agree with the known value of -0e-244 K at the 95 % confidence level?<br>0.015 ± 0.007 K, n = 3",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>7.9e3 ± 1.3e3 bar, n = 120<br>Use the ± symbol in your answer.",7900 ± 200;7900±200;7.9e3 ± 2e2;7.9e3±2e2,short_answer
"Is the value 400 kPa in the 90 % confidence interval for the following measurement?<br>500 ± 200 kPa, n = 9",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of -0.01 atm at the 99.9 % confidence level?<br>0.030 ± 0.009 atm, n = 5",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>320 ± 140 ns, n = 4<br>Use the ± symbol in your answer.",320 ± 50;320±50;3.2e2 ± 5e1;3.2e2±5e1,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>84 ± 5 ms, n = 4<br>Use the ± symbol in your answer.",80 ± 20;80±20;8e1 ± 2e1;8e1±2e1,short_answer
"Is the value 0.08 N in the 50 % confidence interval for the following measurement?<br>0.08 ± 0.03 N, n = 60",Yes;yes;Y;y,short_answer
"Is the value 0.158 h in the 90 % confidence interval for the following measurement?<br>0.156 ± 0.006 h, n = 30",No;no;N;n,short_answer
"Is the value 50.6 K in the 95 % confidence interval for the following measurement?<br>52.3 ± 0.8 K, n = 4",No;no;N;n,short_answer
"Is the value 0.20 mA in the 50 % confidence interval for the following measurement?<br>0.20 ± 0.04 mA, n = 120",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>6 ± 3 cal, n = 10<br>Use the ± symbol in your answer.",6 ± 2;6±2;6e0 ± 2e0;6e0±2e0,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>81 ± 5 mmHg, n = 60<br>Use the ± symbol in your answer.",81.0 ± 1.1;81.0±1.1;8.10e1 ± 1.1e0;8.10e1±1.1e0,short_answer
"Is the value 0.025 kg in the 95 % confidence interval for the following measurement?<br>0.027 ± 0.006 kg, n = 25",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.32 Torr at the 99 % confidence level?<br>0.38 ± 0.14 Torr, n = 25",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 1.0e3 m at the 90 % confidence level?<br>900 ± 400 m, n = 30",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 30 m at the 99.9 % confidence level?<br>51 ± 10. m, n = 6",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>1.3e3 ± 2e2 kV, n = 60<br>Use the ± symbol in your answer.",1.30e3 ± 20;1.30e3±20;1.30e3 ± 2e1;1.30e3±2e1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.33 ± 0.04 mbar, n = 5<br>Use the ± symbol in your answer.",0.330 ± 0.013;0.330±0.013;3.30e-1 ± 1.3e-2;3.30e-1±1.3e-2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>1.6e3 ± 5e2 g, n = 25<br>Use the ± symbol in your answer.",1600 ± 300;1600±300;1.6e3 ± 3e2;1.6e3±3e2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>1.0e2 ± 40 kV, n = 120<br>Use the ± symbol in your answer.",100. ± 7;100.±7;1.00e2 ± 7e0;1.00e2±7e0,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>3.7e3 ± 7e2 mmHg, n = 30<br>Use the ± symbol in your answer.",3.70e3 ± 90;3.70e3±90;3.70e3 ± 9e1;3.70e3±9e1,short_answer
"Does the following measurement agree with the known value of 29 m at the 95 % confidence level?<br>29 ± 2 m, n = 120",Yes;yes;Y;y,short_answer
"Is the value 23 km in the 95 % confidence interval for the following measurement?<br>19.0 ± 1.1 km, n = 3",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>212 ± 12 kcal, n = 8<br>Use the ± symbol in your answer.",212 ± 3;212±3;2.12e2 ± 3e0;2.12e2±3e0,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.6 ± 0.3 kg, n = 5<br>Use the ± symbol in your answer.",0.6 ± 0.4;0.6±0.4;6e-1 ± 4e-1;6e-1±4e-1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.27 ± 0.05 Torr, n = 15<br>Use the ± symbol in your answer.",0.270 ± 0.009;0.270±0.009;2.70e-1 ± 9e-3;2.70e-1±9e-3,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>3.77e3 ± 4e1 mL, n = 20<br>Use the ± symbol in your answer.",3770 ± 20;3770±20;3.77e3 ± 2e1;3.77e3±2e1,short_answer
"Is the value 0.15 mL in the 90 % confidence interval for the following measurement?<br>0.16 ± 0.05 mL, n = 60",Yes;yes;Y;y,short_answer
"Is the value 0.011 m in the 50 % confidence interval for the following measurement?<br>0.011 ± 0.002 m, n = 25",Yes;yes;Y;y,short_answer
"Is the value 0.011 W in the 50 % confidence interval for the following measurement?<br>0.011 ± 0.002 W, n = 20",Yes;yes;Y;y,short_answer
"Is the value 19 mL in the 50 % confidence interval for the following measurement?<br>24 ± 12 mL, n = 6",No;no;N;n,short_answer
"Is the value 7000 m in the 95 % confidence interval for the following measurement?<br>7.8e3 ± 1.0e3 m, n = 8",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 2900 s at the 99 % confidence level?<br>3.0e3 ± 2e2 s, n = 60",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>5 ± 2 m, n = 4<br>Use the ± symbol in your answer.",5 ± 6;5±6;5e0 ± 6e0;5e0±6e0,short_answer
"Is the value 8000 mbar in the 90 % confidence interval for the following measurement?<br>7e3 ± 2e3 mbar, n = 15",No;no;N;n,short_answer
"Is the value 6600 K in the 90 % confidence interval for the following measurement?<br>7.0e3 ± 7e2 K, n = 7",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>2.4e3 ± 1.0e3 kg, n = 9<br>Use the ± symbol in your answer.",2000 ± 2000;2000±2000;2e3 ± 2e3;2e3±2e3,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>1.4e3 ± 3e2 yr, n = 60<br>Use the ± symbol in your answer.",1.40e3 ± 30;1.40e3±30;1.40e3 ± 3e1;1.40e3±3e1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.37 ± 0.15 K, n = 7<br>Use the ± symbol in your answer.",0.37 ± 0.04;0.37±0.04;3.7e-1 ± 4e-2;3.7e-1±4e-2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>17 ± 4 J, n = 60<br>Use the ± symbol in your answer.",17.0 ± 1.4;17.0±1.4;1.70e1 ± 1.4e0;1.70e1±1.4e0,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>1.5 ± 0.5 L, n = 7<br>Use the ± symbol in your answer.",1.5 ± 0.7;1.5±0.7;1.5e0 ± 7e-1;1.5e0±7e-1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>1.26 ± 0.15 yr, n = 9<br>Use the ± symbol in your answer.",1.26 ± 0.09;1.26±0.09;1.26e0 ± 9e-2;1.26e0±9e-2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.074 ± 0.012 kPa, n = 40<br>Use the ± symbol in your answer.",0.074 ± 0.003;0.074±0.003;7.4e-2 ± 3e-3;7.4e-2±3e-3,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>790 ± 40 mmHg, n = 2<br>Use the ± symbol in your answer.",800 ± 400;800±400;8e2 ± 4e2;8e2±4e2,short_answer
"Does the following measurement agree with the known value of 0.04 ns at the 95 % confidence level?<br>0.018 ± 0.007 ns, n = 3",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>700 ± 300 bar, n = 20<br>Use the ± symbol in your answer.",7.0e2 ± 120;7.0e2±120;7.0e2 ± 1.2e2;7.0e2±1.2e2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>50 ± 20 K, n = 60<br>Use the ± symbol in your answer.",50. ± 7;50.±7;5.0e1 ± 7e0;5.0e1±7e0,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.05 ± 0.02 N, n = 4<br>Use the ± symbol in your answer.",0.05 ± 0.13;0.05±0.13;5e-2 ± 1.3e-1;5e-2±1.3e-1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>1.44e3 ± 2e1 Torr, n = 1<br>Use the ± symbol in your answer.",1440 ± 130;1440±130;1.44e3 ± 1.3e2;1.44e3±1.3e2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>1.4e3 ± 2e2 Pa, n = 1<br>Use the ± symbol in your answer.",1400 ± 200;1400±200;1.4e3 ± 2e2;1.4e3±2e2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>1.9 ± 0.6 kJ, n = 120<br>Use the ± symbol in your answer.",1.90 ± 0.04;1.90±0.04;1.90e0 ± 4e-2;1.90e0±4e-2,short_answer
"Does the following measurement agree with the known value of -900 yr at the 99 % confidence level?<br>500 ± 200 yr, n = 3",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.30 ± 0.06 kcal, n = 5<br>Use the ± symbol in your answer.",0.30 ± 0.12;0.30±0.12;3.0e-1 ± 1.2e-1;3.0e-1±1.2e-1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.04 ± 0.02 nm, n = 30<br>Use the ± symbol in your answer.",0.040 ± 0.006;0.040±0.006;4.0e-2 ± 6e-3;4.0e-2±6e-3,short_answer
"Is the value 2370 m in the 99 % confidence interval for the following measurement?<br>2.34e3 ± 8e1 m, n = 120",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>110 ± 40 kV, n = 4<br>Use the ± symbol in your answer.",110 ± 20;110±20;1.1e2 ± 2e1;1.1e2±2e1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>1.0e4 ± 3e3 km, n = 30<br>Use the ± symbol in your answer.",1.00e4 ± 1100;1.00e4±1100;1.00e4 ± 1.1e3;1.00e4±1.1e3,short_answer
"Does the following measurement agree with the known value of 6000 bar at the 90 % confidence level?<br>5e3 ± 2e3 bar, n = 60",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 5 bar at the 90 % confidence level?<br>5 ± 2 bar, n = 40",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>150 ± 20 mbar, n = 2<br>Use the ± symbol in your answer.",200 ± 900;200±900;2e2 ± 9e2;2e2±9e2,short_answer
"Is the value 0.0197 bar in the 95 % confidence interval for the following measurement?<br>0.0198 ± 0.0003 bar, n = 120",No;no;N;n,short_answer
"Is the value 0.016 Pa in the 90 % confidence interval for the following measurement?<br>0.013 ± 0.006 Pa, n = 25",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>18 ± 4 Hz, n = 10<br>Use the ± symbol in your answer.",18 ± 3;18±3;1.8e1 ± 3e0;1.8e1±3e0,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>900 ± 200 mA, n = 4<br>Use the ± symbol in your answer.",900 ± 200;900±200;9e2 ± 2e2;9e2±2e2,short_answer
"Does the following measurement agree with the known value of 0.021 Hz at the 99.9 % confidence level?<br>0.019 ± 0.002 Hz, n = 30",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>8e3 ± 2e3 ms, n = 1<br>Use the ± symbol in your answer.",0e0 ± 1.3e6;0e0±1.3e6;0e0 ± 1.3e6;0e0±1.3e6,short_answer
"Is the value 0.8 W in the 50 % confidence interval for the following measurement?<br>0.7 ± 0.3 W, n = 7",No;no;N;n,short_answer
"Is the value 1.5 mbar in the 99 % confidence interval for the following measurement?<br>1.70 ± 0.09 mbar, n = 5",No;no;N;n,short_answer
"Is the value 0.7 M in the 90 % confidence interval for the following measurement?<br>0.6 ± 0.3 M, n = 25",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>6.3 ± 1.4 kg, n = 6<br>Use the ± symbol in your answer.",6 ± 4;6±4;6e0 ± 4e0;6e0±4e0,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.013 ± 0.003 mol, n = 10<br>Use the ± symbol in your answer.",0.013 ± 0.002;0.013±0.002;1.3e-2 ± 2e-3;1.3e-2±2e-3,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>16 ± 5 L, n = 30<br>Use the ± symbol in your answer.",16 ± 2;16±2;1.6e1 ± 2e0;1.6e1±2e0,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.29 ± 0.05 A, n = 20<br>Use the ± symbol in your answer.",0.29 ± 0.02;0.29±0.02;2.9e-1 ± 2e-2;2.9e-1±2e-2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>6.9e3 ± 2e2 yr, n = 25<br>Use the ± symbol in your answer.",6.90e3 ± 80;6.90e3±80;6.90e3 ± 8e1;6.90e3±8e1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>1.4 ± 0.3 ms, n = 2<br>Use the ± symbol in your answer.",1.4 ± 0.2;1.4±0.2;1.4e0 ± 2e-1;1.4e0±2e-1,short_answer
"Does the following measurement agree with the known value of 0.20 J at the 95 % confidence level?<br>0.17 ± 0.03 J, n = 6",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 18.7 M at the 99.9 % confidence level?<br>18.4 ± 0.8 M, n = 25",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 0.055 kg at the 99 % confidence level?<br>0.049 ± 0.014 kg, n = 25",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>2.3 ± 0.2 cal, n = 30<br>Use the ± symbol in your answer.",2.30 ± 0.13;2.30±0.13;2.30e0 ± 1.3e-1;2.30e0±1.3e-1,short_answer
"Is the value 0.019 yr in the 99.9 % confidence interval for the following measurement?<br>0.024 ± 0.002 yr, n = 7",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.28 h at the 99.9 % confidence level?<br>0.24 ± 0.02 h, n = 8",No;no;N;n,short_answer
"Is the value -30 A in the 99 % confidence interval for the following measurement?<br>2.3 ± 0.5 A, n = 1",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>12.11 ± 0.14 V, n = 120<br>Use the ± symbol in your answer.",12.11 ± 0.03;12.11±0.03;1.211e1 ± 3e-2;1.211e1±3e-2,short_answer
"Does the following measurement agree with the known value of 1200 yr at the 95 % confidence level?<br>290 ± 70 yr, n = 2",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>380 ± 140 L, n = 120<br>Use the ± symbol in your answer.",380 ± 40;380±40;3.8e2 ± 4e1;3.8e2±4e1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>8 ± 4 ns, n = 1<br>Use the ± symbol in your answer.",10 ± 50;10±50;1e1 ± 5e1;1e1±5e1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>1.0e3 ± 200 m, n = 7<br>Use the ± symbol in your answer.",1.00e3 ± 50;1.00e3±50;1.00e3 ± 5e1;1.00e3±5e1,short_answer
"Is the value 600 nm in the 95 % confidence interval for the following measurement?<br>600 ± 200 nm, n = 60",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>43 ± 6 yr, n = 120<br>Use the ± symbol in your answer.",43.0 ± 0.9;43.0±0.9;4.30e1 ± 9e-1;4.30e1±9e-1,short_answer
"Does the following measurement agree with the known value of 60 mmHg at the 99.9 % confidence level?<br>140 ± 40 mmHg, n = 5",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>14 ± 6 kPa, n = 60<br>Use the ± symbol in your answer.",14.0 ± 1.3;14.0±1.3;1.40e1 ± 1.3e0;1.40e1±1.3e0,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.11 ± 0.03 kg, n = 9<br>Use the ± symbol in your answer.",0.11 ± 0.05;0.11±0.05;1.1e-1 ± 5e-2;1.1e-1±5e-2,short_answer
"Is the value 0.70 A in the 95 % confidence interval for the following measurement?<br>0.73 ± 0.03 A, n = 6",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 1.3 bar at the 50 % confidence level?<br>1.4 ± 0.4 bar, n = 6",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 2700 atm at the 90 % confidence level?<br>2.3e3 ± 6e2 atm, n = 10",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.6 ± 0.2 Torr, n = 7<br>Use the ± symbol in your answer.",0.60 ± 0.15;0.60±0.15;6.0e-1 ± 1.5e-1;6.0e-1±1.5e-1,short_answer
"Does the following measurement agree with the known value of 0.5 Pa at the 90 % confidence level?<br>0.6 ± 0.3 Pa, n = 20",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>9 ± 4 mM, n = 10<br>Use the ± symbol in your answer.",9.0 ± 0.9;9.0±0.9;9.0e0 ± 9e-1;9.0e0±9e-1,short_answer
"Does the following measurement agree with the known value of -0.03 bar at the 99.9 % confidence level?<br>0.017 ± 0.006 bar, n = 4",No;no;N;n,short_answer
