question,correct_answers,question_type
"Calculate the true mass of a sample whose density is 3.049 g cm-3 and whose displayed mass is 1.2465 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 294 K<br>P = 1090 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",1.2468;1.2468e0;1.2468E0,short_answer
"Calculate the true mass of a sample whose density is 3.585 g cm-3 and whose displayed mass is 2.1973 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 293 K<br>P = 790.1 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",2.1976;2.1976e0;2.1976E0,short_answer
"Calculate the true mass of a sample whose density is 2.800 g cm-3 and whose displayed mass is 2.0716 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 297 K<br>P = 1020 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",2.0722;2.0722e0;2.0722E0,short_answer
"Calculate the true mass of a sample whose density is 0.8022 g cm-3 and whose displayed mass is 1.4331 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 298 K<br>P = 1130 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",1.4353;1.4353e0;1.4353E0,short_answer
"Calculate the true mass of a sample whose density is 1.6 g cm-3 and whose displayed mass is 4.3163 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 294 K<br>P = 834 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",4.3185;4.3185e0;4.3185E0,short_answer
"Calculate the true mass of a sample whose density is 1.8 g cm-3 and whose displayed mass is 2.4482 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 300. K<br>P = 880. mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",2.4493;2.4493e0;2.4493E0,short_answer
"Calculate the true mass of a sample whose density is 3.83 g cm-3 and whose displayed mass is 3.6561 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 294 K<br>P = 750.7 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",3.6565;3.6565e0;3.6565E0,short_answer
"Calculate the true mass of a sample whose density is 2.3 g cm-3 and whose displayed mass is 2.9616 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 293 K<br>P = 856.1 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",2.9625;2.9625e0;2.9625E0,short_answer
"Calculate the true mass of a sample whose density is 2.75 g cm-3 and whose displayed mass is 2.1638 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 295 K<br>P = 1050 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",2.1644;2.1644e0;2.1644E0,short_answer
"Calculate the true mass of a sample whose density is 1.487 g cm-3 and whose displayed mass is 3.9912 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 294 K<br>P = 971 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",3.9937;3.9937e0;3.9937E0,short_answer
"Calculate the true mass of a sample whose density is 3.18 g cm-3 and whose displayed mass is 3.9069 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 296 K<br>P = 1170 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",3.9079;3.9079e0;3.9079E0,short_answer
"Calculate the true mass of a sample whose density is 1.71 g cm-3 and whose displayed mass is 3.7865 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 299 K<br>P = 1004 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",3.7886;3.7886e0;3.7886E0,short_answer
"Calculate the true mass of a sample whose density is 0.8410 g cm-3 and whose displayed mass is 1.3784 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 299 K<br>P = 1030 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",1.3802;1.3802e0;1.3802E0,short_answer
"Calculate the true mass of a sample whose density is 3.1 g cm-3 and whose displayed mass is 2.9183 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 298 K<br>P = 844 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",2.9189;2.9189e0;2.9189E0,short_answer
"Calculate the true mass of a sample whose density is 3.48 g cm-3 and whose displayed mass is 2.1614 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 299 K<br>P = 976.4 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",2.1618;2.1618e0;2.1618E0,short_answer
"Calculate the true mass of a sample whose density is 3.17 g cm-3 and whose displayed mass is 4.8735 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 296 K<br>P = 1030 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",4.8746;4.8746e0;4.8746E0,short_answer
"Calculate the true mass of a sample whose density is 3.823 g cm-3 and whose displayed mass is 1.8094 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 293 K<br>P = 1168 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",1.8097;1.8097e0;1.8097E0,short_answer
"Calculate the true mass of a sample whose density is 2.1 g cm-3 and whose displayed mass is 4.4405 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 293 K<br>P = 1123 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",4.4426;4.4426e0;4.4426E0,short_answer
"Calculate the true mass of a sample whose density is 2.351 g cm-3 and whose displayed mass is 3.0241 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 297 K<br>P = 1150 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",3.0253;3.0253e0;3.0253E0,short_answer
"Calculate the true mass of a sample whose density is 2.3 g cm-3 and whose displayed mass is 2.2290 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 298 K<br>P = 1110 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",2.2299;2.2299e0;2.2299E0,short_answer
"Calculate the true mass of a sample whose density is 0.917 g cm-3 and whose displayed mass is 1.9954 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 297 K<br>P = 1070 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",1.9979;1.9979e0;1.9979E0,short_answer
"Calculate the true mass of a sample whose density is 1.059 g cm-3 and whose displayed mass is 1.1262 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 296 K<br>P = 1140 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",1.1275;1.1275e0;1.1275E0,short_answer
"Calculate the true mass of a sample whose density is 1.047 g cm-3 and whose displayed mass is 4.4206 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 297 K<br>P = 706 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",4.4237;4.4237e0;4.4237E0,short_answer
"Calculate the true mass of a sample whose density is 1.737 g cm-3 and whose displayed mass is 3.2157 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 294 K<br>P = 844.8 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",3.2172;3.2172e0;3.2172E0,short_answer
"Calculate the true mass of a sample whose density is 3.556 g cm-3 and whose displayed mass is 4.5363 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 297 K<br>P = 1097 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",4.5372;4.5372e0;4.5372E0,short_answer
"Calculate the true mass of a sample whose density is 2.434 g cm-3 and whose displayed mass is 3.3767 g<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_w"" src=""https://weber.instructure.com/equation_images/d_w?scale=1.5"" alt=""LaTeX: d_w"" data-equation-content=""d_w"" data-ignore-a11y-check=""""></mattext> = 7.99 g cm-3<br>T = 293 K<br>P = 870.3 mbar<br><mattext texttype=""text/html""><img class=""equation_image"" title=""d_a"" src=""https://weber.instructure.com/equation_images/d_a?scale=1.5"" alt=""LaTeX: d_a"" data-equation-content=""d_a"" data-ignore-a11y-check=""""></mattext> = 0.0011839 g cm-3 at 298 K, 1 bar",3.3777;3.3777e0;3.3777E0,short_answer
